cgpa,department,programming_skill_score,problem_solving_score,database_skill_score,coding_contest_rating,coding_contest_platform,internships_count,hackathons_participated,freelance_experience,certifications_count,projects_count,github_repos,communication_skill_score,teamwork_score,learning_consistency_score,aptitude_test_score,mock_interview_score,resume_quality_score,leadership_score,extracurricular_score,presentation_skill_score,employability_score,placement_status
3.09,CSE,73,65,61,1482,CodeChef,1,2,1,2,2,10,64,53,68,65,55,76,66,49,50,61.1,1
3.87,CSE,96,76,70,1838,CodeChef,3,5,1,2,4,17,79,83,94,82,76,100,81,89,63,84.05,1
3.37,Pharmacy,69,65,49,1343,Codeforces,2,2,0,3,4,17,75,65,72,73,67,100,75,40,64,67.03,0
3.38,CSE,90,77,82,1917,CodeChef,1,5,1,3,4,19,73,62,77,73,64,100,51,84,63,74.71,1
2.93,EEE,65,69,61,1549,CodeChef,3,2,0,5,4,15,66,39,63,55,57,100,50,47,66,63.23,1
3.38,Pharmacy,76,64,63,1815,HackerRank,2,3,0,0,3,14,73,54,76,73,74,94,70,68,73,70.72,1
2.75,CSE,56,56,51,1223,Codeforces,2,5,0,1,3,12,51,51,54,64,49,88,40,90,45,56.04,0
3.28,CSE,78,62,74,1721,LeetCode,0,1,0,4,4,15,64,50,66,73,64,94,56,38,49,60.81,1
3.62,Civil,71,68,65,1483,HackerRank,3,5,0,3,3,16,75,65,69,66,67,100,65,88,63,74.61,1
2.66,CSE,46,36,40,864,HackerRank,2,1,0,2,0,0,36,30,43,34,33,53,24,8,32,37.18,0
2.77,CSE,54,62,65,1564,CodeChef,1,2,0,3,1,8,61,35,60,59,58,54,34,39,49,50.71,0
3.24,CSE,81,74,57,1585,HackerRank,1,4,0,3,5,20,67,53,71,81,70,100,62,79,65,69.82,1
2.13,CSE,16,12,9,381,HackerRank,0,0,1,0,0,0,3,5,6,11,1,13,6,0,10,7.75,0
3.58,CSE,100,92,93,2277,HackerRank,3,4,1,4,4,18,93,93,99,98,92,100,90,79,84,91.21,1
2.35,CSE,21,24,16,624,HackerRank,0,0,0,0,1,6,15,13,9,14,15,38,19,6,16,15.75,0
2.88,Pharmacy,42,37,27,773,LeetCode,0,1,0,2,0,0,48,32,48,42,49,29,41,37,42,36.97,0
2,CSE,17,10,2,135,LeetCode,1,0,0,1,0,0,2,12,7,9,6,31,3,0,0,8.07,0
3.44,CSE,84,100,77,2308,Codeforces,3,4,1,3,5,20,91,88,100,100,95,100,85,88,95,89.15,1
2.14,EEE,15,20,2,222,CodeChef,1,0,0,0,0,0,11,11,12,18,15,28,5,12,13,14.46,0
4,B.B.A,84,77,74,1562,CodeChef,1,4,1,3,3,15,82,75,84,80,81,94,72,84,75,80.68,1
3.18,CSE,57,55,56,1275,LeetCode,0,1,0,2,3,12,55,59,73,54,58,69,45,25,61,52.33,0
3.57,CSE,88,91,79,2370,Codeforces,2,5,0,3,4,17,85,82,90,99,84,100,73,98,91,86.82,1
2.66,CSE,51,49,45,1134,LeetCode,1,3,0,3,1,3,33,37,47,49,38,59,39,52,44,39.89,0
3.97,EEE,100,79,86,2386,HackerRank,1,3,0,2,4,16,87,80,100,98,82,93,79,66,72,86.23,1
4,CSE,100,96,88,2057,CodeChef,1,3,1,5,5,20,92,87,92,100,97,100,100,61,94,95.09,1
4,EEE,100,95,74,2057,CodeChef,3,5,1,3,5,19,96,90,100,97,97,100,90,97,94,95.78,1
2.43,CSE,31,34,16,659,CodeChef,0,0,0,1,1,5,23,11,35,27,24,41,10,6,28,21.24,0
2,CSE,28,28,17,612,HackerRank,1,1,1,0,0,1,13,15,16,20,14,24,7,0,18,18.57,0
2.14,B.B.A,4,9,11,307,HackerRank,0,0,0,0,0,0,27,20,10,12,24,16,5,0,27,12.63,0
2.7,CSE,40,39,36,991,LeetCode,0,1,0,1,4,15,31,27,39,38,30,76,19,27,24,36.2,0
3.08,CSE,73,71,60,1171,LeetCode,1,2,0,0,3,9,58,44,64,70,60,66,50,29,64,59.01,1
2.88,English,45,45,35,943,CodeChef,1,0,1,4,2,6,53,59,37,47,57,77,37,19,51,48.13,0
2.41,B.B.A,18,15,13,216,LeetCode,0,0,0,0,2,9,28,25,16,14,25,46,27,4,34,17.37,0
3.52,CSE,77,75,60,1878,HackerRank,2,3,1,4,5,20,71,57,82,83,62,100,57,63,60,76.15,1
4,CSE,95,86,87,2221,HackerRank,2,5,0,5,4,19,90,92,91,99,95,100,93,97,84,93.49,1
2.13,CSE,19,26,16,617,CodeChef,1,2,0,1,1,4,15,16,26,19,18,40,14,32,13,18.65,0
3.86,CSE,95,92,86,2311,Codeforces,1,4,0,3,5,20,91,88,95,100,96,100,83,84,88,90.62,1
3.16,B.B.A,58,63,54,1237,CodeChef,0,3,0,1,4,16,65,70,64,58,60,80,55,62,66,56.68,1
3.12,CSE,68,73,58,1449,HackerRank,2,3,0,0,5,19,61,59,73,62,62,100,50,54,56,64.44,1
2.09,CSE,14,18,5,339,LeetCode,0,0,0,1,0,0,1,17,5,2,0,13,5,0,7,5.41,0
3.14,EEE,54,58,54,1155,CodeChef,2,0,1,1,4,17,51,56,58,59,68,99,45,12,50,57.68,1
2.33,CSE,33,24,29,688,LeetCode,1,1,0,3,0,2,27,10,18,22,20,46,31,21,9,22.61,0
3.33,CSE,74,69,67,1416,CodeChef,2,3,0,1,2,10,68,51,62,70,61,74,48,69,60,67.98,1
2.86,CSE,58,57,40,1154,Codeforces,1,2,0,2,2,11,38,21,48,58,46,67,43,25,26,48.39,1
2.62,Civil,48,47,41,1021,CodeChef,1,1,1,1,1,7,54,43,42,57,48,45,35,27,47,47.56,0
3.52,Civil,66,70,83,1367,CodeChef,1,3,1,2,2,9,73,74,70,70,66,62,71,63,59,69.35,1
3.03,B.B.A,35,48,43,872,CodeChef,2,2,1,1,1,7,41,41,29,37,48,62,25,31,52,46,1
3.67,B.B.A,82,76,63,1536,CodeChef,1,3,1,4,3,14,84,79,77,75,79,97,77,74,84,75.28,1
2.5,CSE,39,38,35,760,CodeChef,1,2,0,1,4,15,35,16,21,31,31,94,28,21,32,36.97,1
3.33,CSE,76,67,55,1359,CodeChef,2,3,1,2,5,19,57,56,69,65,57,100,44,55,50,65.85,1
3.73,EEE,78,68,65,1707,Codeforces,3,2,0,3,3,15,70,71,72,79,71,100,63,46,69,74.95,1
2.9,B.B.A,52,43,38,1021,CodeChef,1,0,0,3,2,10,59,62,49,47,53,78,60,13,55,46.77,1
2.43,EEE,30,31,33,751,LeetCode,1,1,0,2,1,5,28,33,35,29,29,59,25,14,19,28.68,0
2.75,CSE,47,53,43,1128,LeetCode,2,1,0,3,1,3,36,39,50,40,41,68,31,26,34,42.89,1
2.37,CSE,44,43,25,848,HackerRank,1,0,0,2,1,3,24,27,29,34,28,51,27,14,32,29.35,0
3.17,Civil,70,64,61,1534,HackerRank,2,2,0,2,2,9,66,72,71,60,65,86,56,42,74,61.52,0
3.26,CSE,66,65,49,1251,HackerRank,1,4,0,3,3,12,59,53,70,67,66,89,44,74,61,63.18,1
3.64,CSE,99,96,84,2144,LeetCode,3,3,0,4,3,16,99,100,100,99,94,100,90,78,97,93.27,1
3.48,CSE,79,68,67,1307,Codeforces,2,4,0,1,3,13,59,46,66,70,66,91,64,69,64,70.3,1
3.94,EEE,90,81,75,1789,LeetCode,3,4,1,4,5,19,81,73,82,83,82,100,64,64,78,87.57,1
3.37,EEE,87,73,79,1604,Codeforces,2,2,0,4,4,17,81,79,78,76,84,100,78,56,67,76.1,1
2,CSE,14,13,19,296,CodeChef,0,0,0,1,0,0,9,12,11,3,8,9,0,0,3,8.13,0
2.48,CSE,41,39,28,410,Codeforces,3,2,0,1,1,6,34,25,28,33,30,84,17,38,29,38.51,0
3.05,CSE,65,47,42,1505,Codeforces,1,2,0,0,3,13,50,51,50,52,51,70,40,43,47,51.48,0
2.4,CSE,66,55,27,1200,CodeChef,0,0,1,3,5,18,46,37,47,48,45,100,38,9,32,42.61,0
2,CSE,34,28,33,637,Codeforces,1,2,0,2,1,4,23,21,32,28,21,53,19,33,11,23.76,0
3.17,CSE,71,67,59,1472,CodeChef,1,3,1,2,5,20,56,54,63,61,61,100,69,54,61,63.64,1
3.29,CSE,40,44,36,1149,HackerRank,1,2,1,1,2,9,42,25,54,45,38,64,32,42,47,47.04,0
2.38,CSE,42,36,40,603,LeetCode,2,1,0,0,3,13,28,31,34,34,23,83,11,19,21,35.55,0
2.39,CSE,25,29,19,570,LeetCode,0,2,0,3,0,0,22,20,22,15,14,36,23,28,8,19.34,0
3.5,CSE,79,79,71,1535,LeetCode,2,4,1,2,5,19,69,48,73,79,68,100,52,77,68,76.87,1
3.71,CSE,92,83,98,2084,LeetCode,2,5,1,3,3,13,86,68,99,100,86,100,77,94,80,87.82,1
4,English,92,87,72,1971,CodeChef,2,3,1,4,4,18,96,85,88,90,95,100,85,66,93,90.36,1
2,CSE,15,28,19,190,LeetCode,0,1,1,1,1,3,10,23,7,18,9,20,12,16,12,15.14,0
3.78,EEE,100,89,78,2180,HackerRank,1,3,0,3,4,17,89,93,84,91,83,100,79,70,83,83.09,1
2.14,CSE,18,16,19,250,CodeChef,0,0,0,0,0,0,2,0,11,10,8,6,1,12,2,7.9,0
2.06,B.B.A,7,4,3,1,HackerRank,0,0,0,1,0,0,22,16,3,4,15,9,12,15,23,6.44,0
3.83,CSE,100,100,96,2112,HackerRank,2,4,0,4,5,20,96,80,84,96,98,100,80,78,94,95.64,1
2.84,CSE,47,37,55,570,Codeforces,1,2,1,2,1,4,39,32,41,39,35,50,34,38,39,42.17,1
2.34,EEE,36,35,30,727,HackerRank,0,0,0,3,1,5,30,28,32,24,25,38,29,0,25,23.33,0
3,CSE,61,64,56,1513,Codeforces,2,2,0,3,1,7,54,51,61,63,53,75,56,31,48,56.45,1
3.91,EEE,100,87,83,2038,CodeChef,1,5,1,3,5,20,83,72,86,90,88,100,79,89,86,89.27,1
2.61,CSE,28,21,32,357,LeetCode,0,1,1,1,0,0,25,14,26,19,22,12,12,21,17,24.6,0
2.84,CSE,64,59,57,1331,HackerRank,0,1,0,1,4,14,53,43,55,54,56,70,32,18,47,51.17,0
3.2,English,53,47,52,726,LeetCode,2,1,1,0,1,5,62,60,52,61,66,54,54,29,72,58.59,1
3.24,CSE,74,65,51,1314,HackerRank,2,4,1,3,5,20,64,64,58,62,65,100,53,83,64,69.36,1
2,CSE,23,14,22,61,Codeforces,0,0,0,1,0,0,6,9,10,11,10,11,20,0,8,10.26,0
3.75,CSE,96,94,88,1994,LeetCode,3,2,1,2,1,6,88,90,86,89,87,88,70,44,71,88.1,1
2.97,CSE,54,47,57,1340,LeetCode,1,2,0,4,3,13,39,36,53,65,43,94,39,31,30,47.99,1
2.03,EEE,10,14,2,344,HackerRank,1,0,0,0,1,2,1,0,6,3,0,34,11,0,2,5.04,0
2.6,CSE,31,23,24,661,LeetCode,0,1,0,0,0,0,18,8,11,17,14,14,14,33,15,18.71,0
2.51,CSE,33,44,28,726,HackerRank,2,2,0,2,1,5,30,23,29,38,35,71,15,40,22,35.7,0
2.55,English,39,42,53,824,LeetCode,1,4,0,0,0,2,64,48,41,33,48,25,56,60,46,42.84,1
3.23,EEE,63,65,69,1505,CodeChef,1,3,0,4,4,16,59,52,63,65,60,97,49,57,57,62.29,0
2.87,Civil,47,42,42,1192,HackerRank,0,1,0,3,1,7,53,45,39,47,54,41,29,14,54,43.57,0
3.09,EEE,62,53,54,1191,LeetCode,1,2,0,1,4,17,56,58,53,58,52,85,44,52,51,53.8,0
2.7,CSE,66,60,44,1095,LeetCode,1,0,1,3,0,2,44,33,57,52,53,50,29,17,50,46.94,0
2.51,CSE,37,34,26,736,LeetCode,0,1,0,1,2,6,17,23,30,31,29,51,18,24,28,23.64,1
3.62,CSE,89,72,69,1927,Codeforces,0,5,1,3,3,13,83,81,79,84,86,74,79,96,75,75.93,1
3.11,B.B.A,73,73,52,1346,Codeforces,2,3,1,1,2,9,82,68,75,71,74,78,70,54,75,70.52,1
3.87,EEE,100,95,85,2111,Codeforces,1,5,0,5,5,18,86,76,91,99,83,100,74,86,70,88.56,1
3.29,CSE,74,73,61,1852,Codeforces,3,4,0,2,3,14,62,67,72,69,67,100,74,70,52,69.88,0
2.99,EEE,45,53,37,1032,Codeforces,1,4,0,1,1,5,46,53,49,49,46,51,44,70,41,46.14,0
2.38,CSE,56,53,29,1107,CodeChef,1,3,0,1,2,7,37,53,49,53,39,51,34,45,33,40.93,1
3.92,B.B.A,64,70,61,1499,HackerRank,3,3,0,2,2,9,81,87,70,68,73,97,74,54,86,75.25,1
3.53,Civil,88,91,71,1722,HackerRank,3,1,0,2,5,20,78,75,84,85,80,100,71,39,79,81.27,1
4,EEE,94,98,80,2094,Codeforces,1,4,1,4,5,20,93,78,92,99,89,100,93,80,84,91.31,1
3.05,English,54,48,50,1067,CodeChef,1,0,1,3,1,5,65,66,50,50,61,62,57,13,60,52.56,0
3.75,Pharmacy,69,74,73,1628,CodeChef,2,2,0,3,4,16,81,68,70,80,82,100,60,57,70,78.06,1
2.69,EEE,55,52,45,1207,HackerRank,0,1,1,2,3,13,48,47,53,59,52,76,39,29,47,46.65,0
3.75,CSE,100,100,92,2271,CodeChef,1,4,0,4,5,20,89,77,99,97,85,100,79,80,85,85.93,1
3,Pharmacy,60,49,47,1319,CodeChef,3,1,1,3,4,13,64,54,57,63,58,100,41,19,59,60.9,1
2.87,CSE,50,43,35,848,Codeforces,0,3,0,3,0,2,31,40,28,35,38,27,36,44,36,34.23,0
3.59,CSE,91,84,88,1757,LeetCode,1,5,1,2,5,20,82,77,92,95,80,100,80,100,76,84.26,1
3.06,CSE,57,58,51,1140,Codeforces,1,2,0,3,1,7,52,49,52,45,45,59,37,36,44,49.47,0
2.46,CSE,49,45,39,966,Codeforces,0,1,0,1,1,4,39,20,46,40,35,33,21,20,34,34.55,0
2.24,CSE,46,47,45,724,Codeforces,1,2,0,1,3,13,34,41,42,38,38,81,30,20,32,36.47,0
2.25,CSE,45,33,27,563,HackerRank,1,0,1,0,3,13,30,19,27,38,30,71,12,9,20,31.84,0
2.6,CSE,67,70,61,1806,LeetCode,1,0,0,2,3,13,50,59,61,65,62,79,54,12,60,54.16,1
3.78,CSE,98,90,92,2047,HackerRank,2,5,1,4,5,20,89,78,99,100,87,100,83,90,83,91.05,1
3.11,Pharmacy,41,43,47,1024,CodeChef,2,1,0,3,3,10,57,42,51,54,52,100,41,14,49,52.99,0
4,CSE,96,96,79,2209,HackerRank,2,4,1,4,3,13,90,84,89,92,86,100,74,74,87,89.65,1
3.46,EEE,79,79,72,1783,HackerRank,3,3,0,3,3,14,61,74,70,72,69,100,68,63,82,72.45,1
3.8,CSE,97,88,78,2156,LeetCode,3,5,1,4,2,11,81,72,94,95,83,100,77,86,77,89.19,1
3.16,Civil,78,69,52,1609,HackerRank,2,3,0,3,5,20,67,66,57,63,64,100,58,55,60,67.06,1
3.27,CSE,71,74,72,1823,HackerRank,1,5,0,3,4,20,71,70,61,70,66,100,67,90,61,66.8,1
3.57,English,61,63,58,1194,Codeforces,1,2,0,4,1,4,79,61,60,68,69,66,59,49,61,64.46,1
3.29,EEE,63,61,55,1586,CodeChef,0,2,0,5,1,6,54,52,61,63,55,49,48,39,44,55.88,1
2.74,CSE,38,51,38,847,Codeforces,1,0,0,0,1,3,45,37,35,39,38,32,29,11,22,37.85,1
2.96,CSE,48,48,40,1271,CodeChef,1,1,1,3,3,13,44,37,60,57,44,83,35,20,34,47.38,1
2.97,CSE,57,51,55,1256,LeetCode,0,3,0,3,2,6,49,42,48,49,46,47,41,48,45,46.16,1
4,CSE,100,91,92,2124,Codeforces,2,1,1,5,3,12,97,77,90,89,94,100,86,54,89,92.18,1
2.17,EEE,24,19,13,355,CodeChef,0,0,0,0,1,5,20,13,22,25,20,27,14,0,22,14.71,0
2.91,CSE,72,63,69,1422,CodeChef,1,3,0,4,2,8,58,51,54,50,48,79,52,64,48,55.18,1
2.36,CSE,25,25,21,617,Codeforces,1,2,1,2,0,2,30,26,24,27,32,34,9,39,25,26.84,0
3.65,Civil,78,72,69,1346,CodeChef,1,1,0,4,4,15,74,63,71,75,83,100,60,44,73,71.47,1
2.2,CSE,28,11,17,356,CodeChef,1,0,0,0,0,1,15,10,6,14,12,27,11,7,9,15.2,0
2.21,EEE,18,28,0,212,HackerRank,0,0,0,1,0,0,17,7,5,19,20,22,2,10,13,14.1,0
3.99,Civil,94,81,82,1845,Codeforces,1,3,1,4,4,18,89,81,81,87,92,100,64,63,82,86.6,0
3.44,CSE,89,78,55,1706,CodeChef,3,4,1,3,5,20,64,56,75,73,65,100,57,87,61,73.68,1
3.21,CSE,70,61,62,1421,HackerRank,1,0,1,3,2,10,48,57,61,60,51,73,49,11,53,54.06,0
3.73,CSE,79,60,53,1655,CodeChef,3,5,1,3,3,12,55,53,63,66,60,100,61,81,62,69.47,1
3.02,CSE,48,47,44,713,CodeChef,2,3,0,2,2,7,36,28,36,40,41,74,37,52,39,46.53,0
3.73,CSE,93,85,68,1861,LeetCode,2,4,1,4,4,16,74,73,88,92,78,100,63,82,81,83.71,1
2.44,EEE,29,30,29,341,LeetCode,1,4,0,1,1,5,23,21,20,20,21,43,8,58,16,26.59,0
2.6,CSE,39,27,30,826,LeetCode,0,1,1,2,2,8,24,23,28,33,23,56,20,21,20,28.01,0
3.31,CSE,76,77,72,1747,HackerRank,2,3,0,5,2,9,70,52,81,79,74,100,58,65,60,70.76,1
3.17,English,51,37,39,796,CodeChef,1,2,0,1,0,0,58,38,41,42,57,23,38,48,64,45.67,1
2.56,EEE,42,38,48,554,CodeChef,0,2,0,3,2,10,44,43,42,48,50,59,37,33,33,38.44,0
3.39,CSE,80,78,69,1861,HackerRank,2,3,0,5,5,20,76,67,84,73,72,100,57,47,66,73.01,1
2.33,CSE,22,27,13,187,CodeChef,1,1,0,0,1,7,10,9,15,16,14,36,18,15,20,16.27,0
2,Civil,9,6,0,0,HackerRank,0,0,0,0,0,0,2,10,0,9,0,16,11,0,4,2.45,0
3.6,B.B.A,73,73,72,1708,LeetCode,2,2,0,3,3,12,84,89,76,74,86,100,81,45,84,75.57,1
3.87,B.B.A,89,82,69,1870,LeetCode,3,4,0,3,4,19,100,95,84,88,94,100,92,96,95,93.62,1
2.25,Civil,4,9,0,0,Codeforces,1,0,0,0,1,3,2,2,2,5,3,40,13,0,3,7.23,0
2.78,EEE,32,49,33,621,LeetCode,2,4,0,2,0,0,33,38,41,43,39,46,25,50,35,41.41,1
2.67,CSE,55,47,34,1101,LeetCode,1,2,0,5,1,4,42,35,42,46,46,72,26,49,36,40.82,0
2.14,Pharmacy,9,5,8,0,LeetCode,1,0,0,0,1,3,20,11,16,11,16,31,9,8,13,15.39,0
3.04,CSE,54,53,46,1219,Codeforces,2,1,0,2,2,8,41,34,55,51,49,75,32,29,42,51.04,0
2.1,CSE,18,20,13,0,CodeChef,1,0,1,0,0,0,13,10,7,15,6,27,0,15,0,15.59,0
2.95,CSE,54,52,30,1203,LeetCode,1,1,0,0,1,6,43,37,44,48,38,42,50,20,35,41.2,1
3.34,CSE,63,63,76,1413,CodeChef,2,1,1,3,3,13,61,54,59,65,65,97,72,27,61,66.8,1
3.63,CSE,94,77,66,1650,HackerRank,3,1,1,1,4,18,59,64,75,76,69,100,65,41,76,75.51,0
3.47,CSE,92,90,82,2125,LeetCode,3,4,1,2,4,17,77,72,89,83,74,100,81,70,71,83.03,1
2.56,CSE,44,36,23,477,HackerRank,0,0,0,2,1,4,32,42,30,32,33,42,27,0,31,28.57,0
2.49,Civil,16,12,14,189,HackerRank,0,0,0,1,1,2,19,12,8,13,9,28,23,0,12,14.2,0
2.34,EEE,23,23,29,584,LeetCode,2,0,0,2,2,9,25,20,23,25,27,92,11,6,10,29.24,0
4,CSE,94,94,100,1991,Codeforces,3,5,0,5,3,14,89,100,100,100,97,100,79,90,87,95.42,1
3.56,EEE,74,74,65,1583,LeetCode,2,3,0,4,4,17,72,71,74,75,66,100,56,64,69,72.86,1
3.13,CSE,72,71,66,1872,HackerRank,3,2,1,4,5,20,67,65,71,73,68,100,61,58,68,71.76,1
2.51,EEE,36,43,24,1034,LeetCode,0,2,0,1,0,0,27,27,26,35,33,16,22,26,32,27.07,0
2.14,CSE,28,29,15,546,CodeChef,1,2,1,0,1,5,23,19,26,26,20,43,12,36,13,24.75,0
2.48,CSE,39,41,38,855,LeetCode,0,1,0,3,1,3,33,8,43,37,38,45,20,14,29,29.77,0
3.36,CSE,63,63,53,1464,LeetCode,2,2,0,2,1,7,56,47,52,52,45,77,51,39,53,55.96,1
3.36,CSE,85,73,60,1457,HackerRank,1,3,0,5,3,13,63,53,68,84,70,100,69,45,68,69.98,1
2,EEE,17,15,5,104,CodeChef,0,0,1,0,0,0,13,0,4,6,13,12,5,0,6,10.97,0
3.82,CSE,100,95,75,2148,CodeChef,2,4,0,5,5,19,95,85,100,100,100,100,87,70,91,92.99,1
2,B.B.A,11,14,1,407,LeetCode,0,0,0,1,0,1,19,8,8,8,14,23,0,7,19,6.68,0
3.08,Civil,65,58,54,1420,LeetCode,0,5,0,3,2,7,72,62,66,68,69,53,70,80,65,58.43,0
2.15,CSE,26,36,31,523,HackerRank,2,1,0,0,2,9,22,6,18,20,20,74,13,18,22,28.19,0
2.94,CSE,54,46,40,1131,Codeforces,2,2,0,3,1,5,36,28,42,44,36,72,14,46,37,42.6,1
3.62,EEE,81,70,70,1608,CodeChef,2,0,0,2,4,17,72,75,56,69,76,100,74,14,62,72.56,1
3.83,Civil,100,85,75,1944,LeetCode,3,4,1,4,5,20,98,81,100,100,100,100,94,86,77,92.71,1
2.63,EEE,40,41,27,907,CodeChef,3,1,0,0,1,5,29,44,37,47,35,64,33,27,28,41.47,0
3.2,CSE,70,57,55,1248,Codeforces,2,2,1,5,4,15,55,44,49,59,54,100,51,35,57,61.28,1
3.36,EEE,93,85,82,1794,LeetCode,2,4,1,4,5,19,85,81,81,84,83,100,86,78,78,83.71,1
2.33,CSE,47,45,35,791,CodeChef,1,2,0,3,3,11,41,21,31,40,41,83,22,32,36,38.33,0
2.6,Civil,26,25,28,259,Codeforces,0,0,0,0,2,8,15,25,22,24,21,39,22,9,18,23.02,0
2.54,EEE,44,54,30,1033,LeetCode,2,2,0,2,0,0,46,39,47,49,47,52,45,31,32,43.15,0
3.61,CSE,100,96,89,2423,LeetCode,2,5,1,4,5,20,93,82,89,91,87,100,80,80,77,91.89,1
2.14,CSE,18,16,27,293,HackerRank,0,0,0,2,0,2,12,14,9,21,16,25,0,0,15,12.14,0
3.58,Civil,77,73,73,1571,HackerRank,2,3,0,2,4,18,82,81,73,71,70,100,66,60,68,74.99,1
3.87,B.B.A,84,87,84,2149,Codeforces,3,5,1,3,4,17,100,80,85,80,92,100,93,100,92,90.63,1
3.82,CSE,81,78,70,1708,HackerRank,1,4,0,4,2,11,83,83,79,80,81,92,63,96,68,78.71,1
2.42,CSE,49,34,45,665,Codeforces,1,2,1,2,1,5,38,23,39,32,36,51,28,37,34,37.76,0
2.12,CSE,33,25,0,458,LeetCode,0,1,0,1,0,0,16,0,20,21,15,14,0,15,8,14.87,0
3.53,CSE,85,84,72,2085,Codeforces,2,2,1,5,2,10,83,72,81,90,83,95,63,46,65,80.78,1
3.26,CSE,70,64,62,1496,LeetCode,1,1,0,2,2,7,63,67,54,62,66,68,66,38,58,59.31,1
2.18,CSE,37,33,51,648,CodeChef,2,0,1,1,2,9,21,26,41,34,32,69,24,17,18,33.39,0
3.31,EEE,93,85,74,1846,Codeforces,3,4,0,4,4,16,87,84,97,97,86,100,69,85,85,86.22,1
3.64,CSE,100,98,92,2093,Codeforces,3,5,0,4,5,20,86,80,90,94,85,100,85,85,82,91.41,1
2.84,EEE,36,33,32,571,Codeforces,1,1,1,1,1,5,32,27,36,34,28,54,22,29,26,33.81,0
2.91,B.B.A,39,49,42,1075,HackerRank,1,1,0,1,3,12,62,53,40,35,50,77,40,28,50,46.14,0
2.75,B.B.A,39,29,32,74,Codeforces,0,1,1,1,1,3,35,31,31,30,34,26,42,31,38,32.13,0
3.58,CSE,81,77,68,1824,CodeChef,2,5,1,4,3,14,66,59,66,73,75,100,55,82,55,75.62,1
3.99,CSE,96,96,87,2146,CodeChef,3,5,0,5,5,20,87,98,100,100,97,100,85,91,90,95.32,1
2.47,EEE,37,29,24,476,HackerRank,1,0,0,0,1,4,22,15,33,31,20,31,19,7,22,24.86,0
2.73,Pharmacy,30,19,25,515,HackerRank,0,0,0,2,0,2,23,38,21,21,21,33,32,5,28,21.88,0
2.44,CSE,30,26,15,656,CodeChef,1,4,0,1,2,7,19,21,23,20,21,53,11,76,18,25.36,1
2.19,CSE,38,38,34,708,CodeChef,1,0,0,2,1,3,24,21,28,27,19,57,25,0,23,23.48,0
2.87,EEE,69,54,53,1187,CodeChef,2,2,0,1,3,12,55,33,57,46,40,86,40,46,42,51.36,1
2.16,B.B.A,0,5,12,114,LeetCode,0,1,0,0,0,0,19,3,0,8,9,8,9,26,4,7.58,0
2.42,CSE,44,46,42,1005,Codeforces,2,1,0,3,2,8,43,31,45,48,42,84,26,31,38,41.19,1
2.26,CSE,36,34,16,789,Codeforces,0,0,0,2,1,6,24,25,29,33,25,41,7,0,16,23.14,0
4,English,73,72,56,1759,LeetCode,2,4,1,2,4,17,85,87,77,75,81,100,69,70,84,82.53,1
2.26,B.B.A,9,16,4,117,LeetCode,0,0,0,0,0,1,19,14,1,1,5,8,0,0,12,8.05,0
3.06,CSE,65,72,67,1629,CodeChef,1,2,1,0,3,15,50,49,48,69,57,71,46,34,68,59.94,1
4,EEE,90,90,75,1968,LeetCode,3,4,1,5,4,18,81,73,100,92,86,100,73,76,88,90.83,1
2.12,Civil,23,21,33,769,CodeChef,1,0,0,2,0,1,27,27,34,34,26,38,25,12,27,21.55,0
3.43,CSE,95,94,100,2123,Codeforces,2,3,1,1,4,19,83,82,96,100,90,100,91,59,83,89.08,1
4,CSE,97,88,92,2044,LeetCode,3,5,1,3,5,20,93,86,98,97,87,100,83,97,79,94.82,1
3.04,CSE,49,44,36,800,LeetCode,2,1,0,0,4,13,43,28,50,50,50,90,35,34,52,49.33,0
2.72,Civil,34,39,42,925,CodeChef,1,2,0,3,2,7,40,44,28,40,39,68,43,36,46,39.12,0
2.2,CSE,19,27,20,392,Codeforces,0,0,0,0,0,1,17,15,21,24,23,13,13,0,19,16.39,0
2.72,CSE,52,49,52,890,Codeforces,1,2,0,0,0,0,42,43,51,54,48,18,51,40,39,43.77,0
2,English,8,2,0,32,HackerRank,0,0,0,0,0,0,15,15,16,1,10,8,0,14,21,5.03,0
3.92,CSE,100,98,78,2122,HackerRank,2,3,0,3,5,20,90,86,93,99,87,100,77,75,80,91.08,1
3.73,CSE,73,86,73,1518,CodeChef,2,3,1,3,5,20,81,66,73,78,77,100,71,54,70,81.04,1
2.71,CSE,50,43,41,1376,CodeChef,2,2,0,3,3,11,41,32,44,51,42,98,36,38,26,46.69,0
2.95,CSE,52,44,40,1265,Codeforces,1,1,1,0,2,7,35,21,46,49,39,49,24,25,41,42.86,1
3.28,CSE,74,77,58,1525,CodeChef,2,3,0,3,3,12,69,51,66,68,66,90,61,55,58,67.95,1
2.8,CSE,55,58,45,1460,LeetCode,1,2,1,1,4,16,59,36,61,51,51,91,46,42,42,50.99,0
3.87,CSE,94,94,86,2301,LeetCode,3,3,0,2,4,17,82,72,87,92,83,100,87,59,84,88.96,1
3.1,CSE,81,73,67,1486,Codeforces,3,1,0,3,5,20,70,61,81,74,72,100,74,33,66,72.16,1
4,CSE,98,97,79,2305,LeetCode,2,4,1,4,3,14,93,97,100,97,93,100,91,76,90,93.2,1
3.77,EEE,88,80,80,2196,HackerRank,2,1,1,3,5,20,89,84,100,96,82,100,79,22,81,87.58,1
